,FIPS,ML,County,State,Prediction
668,48121.0,1.0,Denton,Texas,102
669,48141.0,1.13,El Paso,Texas,254
670,48139.0,1.13,Ellis,Texas,37
671,48157.0,1.1,Fort Bend,Texas,162
672,48167.0,1.03,Galveston,Texas,94
673,48201.0,1.27,Harris,Texas,1821
674,48203.0,2.2,Harrison,Texas,31
675,48209.0,0.95,Hays,Texas,33
676,48215.0,1.0,Hidalgo,Texas,48
677,48245.0,1.09,Jefferson,Texas,89
678,48253.0,2.69,Jones,Texas,55
679,48277.0,1.59,Lamar,Texas,0
680,48303.0,0.95,Lubbock,Texas,41
681,48339.0,1.23,Montgomery,Texas,157
682,48341.0,1.3,Moore,Texas,162
683,48347.0,1.24,Nacogdoches,Texas,51
684,48355.0,,Nueces,Texas,8
685,48357.0,0.09,Ochiltree,Texas,-2
686,48365.0,3.44,Panola,Texas,37
687,48375.0,1.7,Potter,Texas,382
688,48381.0,1.35,Randall,Texas,117
689,48397.0,1.61,Rockwall,Texas,28
690,48419.0,0.63,Shelby,Texas,28
691,48423.0,0.77,Smith,Texas,15
692,48439.0,1.22,Tarrant,Texas,682
693,48441.0,1.49,Taylor,Texas,112
694,48453.0,1.35,Travis,Texas,419
695,48469.0,0.93,Victoria,Texas,28
696,48471.0,1.47,Walker,Texas,104
697,48477.0,1.17,Washington,Texas,72
698,48479.0,0.97,Webb,Texas,31
699,48491.0,1.43,Williamson,Texas,111
700,49011.0,0.92,Davis,Utah,27
701,49035.0,1.15,Salt Lake,Utah,594
702,49043.0,0.96,Summit,Utah,30
703,49049.0,1.28,Utah,Utah,356
704,49057.0,0.8,Weber,Utah,0
705,50007.0,0.88,Chittenden,Vermont,13
706,51001.0,1.45,Accomack,Virginia,180
707,51003.0,3.01,Albemarle,Virginia,31
708,51510.0,1.38,Alexandria,Virginia,287
709,51013.0,1.3,Arlington,Virginia,315
710,51029.0,0.1,Buckingham,Virginia,24
711,51550.0,1.13,Chesapeake,Virginia,67
712,51041.0,1.2,Chesterfield,Virginia,149
713,51047.0,1.28,Culpeper,Virginia,64
714,51059.0,1.27,Fairfax,Virginia,1349
715,51610.0,0.11,Falls Church,Virginia,0
716,51061.0,0.89,Fauquier,Virginia,32
717,51069.0,0.81,Frederick,Virginia,22
718,51085.0,0.9,Hanover,Virginia,27
719,51660.0,1.08,Harrisonburg,Virginia,75
720,51087.0,1.08,Henrico,Virginia,159
721,51093.0,0.68,Isle of Wight,Virginia,18
722,51107.0,1.3,Loudoun,Virginia,243
723,51683.0,1.51,Manassas,Virginia,111
724,51117.0,0.1,Mecklenburg,Virginia,18
725,51710.0,0.99,Norfolk,Virginia,43
726,51131.0,2.56,Northampton,Virginia,87
727,51139.0,0.91,Page,Virginia,46
728,51740.0,1.5,Portsmouth,Virginia,74
729,51153.0,1.38,Prince William,Virginia,810
730,51159.0,1.1,Richmond,Virginia,78
731,51760.0,1.09,Richmond City,Virginia,86
732,51770.0,3.17,Roanoke City,Virginia,104
733,51165.0,1.3,Rockingham,Virginia,97
734,51775.0,0.0,Salem,Virginia,70
735,51171.0,1.68,Shenandoah,Virginia,48
736,51175.0,0.86,Southampton,Virginia,31
737,51177.0,1.52,Spotsylvania,Virginia,64
738,51179.0,1.07,Stafford,Virginia,64
739,51800.0,1.11,Suffolk,Virginia,51
740,51810.0,1.12,Virginia Beach,Virginia,86
741,53005.0,1.0,Benton,Washington,78
742,53007.0,0.0,Chelan,Washington,27
743,53011.0,,Clark,Washington,37
744,53021.0,1.04,Franklin,Washington,46
745,53029.0,,Island,Washington,6
746,53033.0,0.9,King,Washington,665
747,53035.0,0.74,Kitsap,Washington,6
748,53053.0,0.99,Pierce,Washington,126
749,53057.0,1.15,Skagit,Washington,63
750,53061.0,0.98,Snohomish,Washington,246
751,53063.0,0.91,Spokane,Washington,20
752,53073.0,0.94,Whatcom,Washington,32
753,53077.0,1.12,Yakima,Washington,213
754,54003.0,0.88,Berkeley,West Virginia,20
755,54035.0,0.53,Jackson,West Virginia,30
756,54037.0,0.5700000000000001,Jefferson,West Virginia,13
757,54039.0,0.8,Kanawha,West Virginia,28
758,54061.0,0.15,Monongalia,West Virginia,4
759,55009.0,1.4,Brown,Wisconsin,524
760,55025.0,0.98,Dane,Wisconsin,40
761,55059.0,1.2,Kenosha,Wisconsin,108
762,55079.0,1.17,Milwaukee,Wisconsin,624
763,55101.0,1.44,Racine,Wisconsin,154
764,55105.0,1.36,Rock,Wisconsin,86
765,55127.0,1.12,Walworth,Wisconsin,52
766,55133.0,1.03,Waukesha,Wisconsin,55
767,56013.0,0.86,Fremont,Wyoming,42
768,56021.0,0.89,Laramie,Wyoming,32
769,56039.0,0.11,Teton,Wyoming,19
