,FIPS,ML,County,State,Prediction
931,5125,,Saline,Arkansas,19
932,5127,,Scott,Arkansas,0
933,5129,,Searcy,Arkansas,0
934,5131,,Sebastian,Arkansas,2
935,5133,,Sevier,Arkansas,2
936,5135,,Sharp,Arkansas,13
937,5137,,Stone,Arkansas,0
938,5139,,Union,Arkansas,25
939,5141,,Van Buren,Arkansas,2
940,5143,,Washington,Arkansas,20
941,5145,,White,Arkansas,5
942,5147,,Woodruff,Arkansas,0
943,5149,,Yell,Arkansas,0
944,6003,,Alpine,California,0
945,6005,,Amador,California,0
946,6007,,Butte,California,0
947,6009,,Calaveras,California,2
948,6011,,Colusa,California,0
949,6015,,Del Norte,California,0
950,6017,,El Dorado,California,5
951,6021,,Glenn,California,0
952,6023,,Humboldt,California,1
953,6027,,Inyo,California,2
954,6033,,Lake,California,1
955,6035,,Lassen,California,0
956,6039,,Madera,California,8
957,6043,,Mariposa,California,-1
958,6045,,Mendocino,California,2
959,6049,,Modoc,California,0
960,6051,,Mono,California,2
961,6055,,Napa,California,14
962,6057,,Nevada,California,9
963,6061,,Placer,California,11
964,6063,,Plumas,California,0
965,6069,,San Benito,California,8
966,6087,,Santa Cruz,California,19
967,6089,,Shasta,California,4
968,6091,,Sierra,California,0
969,6093,,Siskiyou,California,0
970,6101,,Sutter,California,0
971,6103,,Tehama,California,0
972,6105,,Trinity,California,0
973,6109,,Tuolumne,California,0
974,6115,,Yuba,California,3
975,8003,,Alamosa,Colorado,2
976,8007,,Archuleta,Colorado,0
977,8009,,Baca,Colorado,0
978,8011,,Bent,Colorado,0
979,8015,,Chaffee,Colorado,12
980,8017,,Cheyenne,Colorado,0
981,8019,,Clear Creek,Colorado,2
982,8021,,Conejos,Colorado,0
983,8023,,Costilla,Colorado,0
984,8025,,Crowley,Colorado,0
985,8027,,Custer,Colorado,0
986,8029,,Delta,Colorado,21
987,8033,,Dolores,Colorado,0
988,8039,,Elbert,Colorado,5
989,8043,,Fremont,Colorado,5
990,8045,,Garfield,Colorado,16
991,8047,,Gilpin,Colorado,0
992,8049,,Grand,Colorado,0
993,8053,,Hinsdale,Colorado,0
994,8055,,Huerfano,Colorado,0
995,8057,,Jackson,Colorado,0
996,8061,,Kiowa,Colorado,0
997,8063,,Kit Carson,Colorado,4
998,8065,,Lake,Colorado,5
999,8067,,La Plata,Colorado,8
1000,8071,,Las Animas,Colorado,0
1001,8073,,Lincoln,Colorado,0
1002,8077,,Mesa,Colorado,10
1003,8079,,Mineral,Colorado,0
1004,8081,,Moffat,Colorado,0
1005,8083,,Montezuma,Colorado,3
1006,8085,,Montrose,Colorado,19
1007,8089,,Otero,Colorado,2
1008,8091,,Ouray,Colorado,0
1009,8093,,Park,Colorado,2
1010,8095,,Phillips,Colorado,1
1011,8097,,Pitkin,Colorado,11
1012,8099,,Prowers,Colorado,0
1013,8103,,Rio Blanco,Colorado,0
1014,8105,,Rio Grande,Colorado,0
1015,8107,,Routt,Colorado,7
1016,8109,,Saguache,Colorado,0
1017,8111,,San Juan,Colorado,0
1018,8113,,San Miguel,Colorado,3
1019,8115,,Sedgwick,Colorado,0
1020,8119,,Teller,Colorado,5
1021,8121,,Washington,Colorado,1
1022,8125,,Yuma,Colorado,1
1023,12003,,Baker,Florida,1
1024,12005,,Bay,Florida,15
1025,12007,,Bradford,Florida,4
1026,12013,,Calhoun,Florida,1
1027,12023,,Columbia,Florida,14
1028,12027,,DeSoto,Florida,6
1029,12029,,Dixie,Florida,2
1030,12037,,Franklin,Florida,0
1031,12041,,Gilchrist,Florida,0
1032,12043,,Glades,Florida,0
1033,12045,,Gulf,Florida,0
1034,12047,,Hamilton,Florida,1
1035,12049,,Hardee,Florida,10
1036,12053,,Hernando,Florida,3
1037,12055,,Highlands,Florida,6
1038,12059,,Holmes,Florida,2
1039,12061,,Indian River,Florida,1
1040,12063,,Jackson,Florida,3
1041,12065,,Jefferson,Florida,3
1042,12067,,Lafayette,Florida,0
1043,12075,,Levy,Florida,3
1044,12077,,Liberty,Florida,0
1045,12079,,Madison,Florida,19
1046,12086,,Miami-Dade,Florida,1130
1047,12087,,Monroe,Florida,3
1048,12089,,Nassau,Florida,8
1049,12091,,Okaloosa,Florida,2
1050,12093,,Okeechobee,Florida,2
1051,12113,,Santa Rosa,Florida,17
1052,12123,,Taylor,Florida,0
1053,12125,,Union,Florida,0
1054,12129,,Wakulla,Florida,5
1055,12131,,Walton,Florida,5
1056,12133,,Washington,Florida,2
1057,13001,,Appling,Georgia,24
1058,13003,,Atkinson,Georgia,0
1059,13005,,Bacon,Georgia,5
1060,13007,,Baker,Georgia,4
1061,13011,,Banks,Georgia,8
1062,13017,,Ben Hill,Georgia,4
1063,13019,,Berrien,Georgia,5
1064,13023,,Bleckley,Georgia,8
1065,13025,,Brantley,Georgia,3
1066,13027,,Brooks,Georgia,22
1067,13029,,Bryan,Georgia,10
1068,13031,,Bulloch,Georgia,6
1069,13033,,Burke,Georgia,24
1070,13037,,Calhoun,Georgia,27
1071,13039,,Camden,Georgia,6
1072,13043,,Candler,Georgia,1
1073,13047,,Catoosa,Georgia,10
1074,13049,,Charlton,Georgia,1
1075,13053,,Chattahoochee,Georgia,4
1076,13055,,Chattooga,Georgia,4
1077,13061,,Clay,Georgia,3
1078,13065,,Clinch,Georgia,1
1079,13075,,Cook,Georgia,8
1080,13079,,Crawford,Georgia,3
1081,13083,,Dade,Georgia,3
1082,13085,,Dawson,Georgia,14
1083,13091,,Dodge,Georgia,6
1084,13101,,Echols,Georgia,1
1085,13103,,Effingham,Georgia,6
1086,13105,,Elbert,Georgia,15
1087,13107,,Emanuel,Georgia,5
1088,13109,,Evans,Georgia,0
1089,13111,,Fannin,Georgia,7
1090,13115,,Floyd,Georgia,28
1091,13119,,Franklin,Georgia,3
1092,13125,,Glascock,Georgia,0
1093,13127,,Glynn,Georgia,5
1094,13129,,Gordon,Georgia,22
1095,13131,,Grady,Georgia,20
1096,13133,,Greene,Georgia,7
1097,13143,,Haralson,Georgia,5
1098,13145,,Harris,Georgia,12
1099,13147,,Hart,Georgia,2
1100,13149,,Heard,Georgia,2
1101,13155,,Irwin,Georgia,-2
1102,13159,,Jasper,Georgia,3
1103,13161,,Jeff Davis,Georgia,8
1104,13163,,Jefferson,Georgia,3
1105,13165,,Jenkins,Georgia,1
1106,13167,,Johnson,Georgia,14
1107,13169,,Jones,Georgia,4
1108,13171,,Lamar,Georgia,8
1109,13173,,Lanier,Georgia,1
1110,13175,,Laurens,Georgia,13
1111,13179,,Liberty,Georgia,3
1112,13181,,Lincoln,Georgia,2
1113,13183,,Long,Georgia,1
1114,13187,,Lumpkin,Georgia,15
1115,13189,,McDuffie,Georgia,5
1116,13191,,McIntosh,Georgia,0
1117,13193,,Macon,Georgia,19
1118,13195,,Madison,Georgia,5
1119,13197,,Marion,Georgia,1
1120,13199,,Meriwether,Georgia,10
1121,13201,,Miller,Georgia,7
1122,13207,,Monroe,Georgia,4
1123,13209,,Montgomery,Georgia,0
1124,13211,,Morgan,Georgia,9
1125,13213,,Murray,Georgia,13
1126,13219,,Oconee,Georgia,12
1127,13221,,Oglethorpe,Georgia,10
1128,13225,,Peach,Georgia,10
1129,13227,,Pickens,Georgia,6
1130,13229,,Pierce,Georgia,9
1131,13231,,Pike,Georgia,3
1132,13233,,Polk,Georgia,21
1133,13235,,Pulaski,Georgia,10
1134,13237,,Putnam,Georgia,12
1135,13239,,Quitman,Georgia,0
1136,13241,,Rabun,Georgia,2
1137,13249,,Schley,Georgia,0
1138,13251,,Screven,Georgia,2
1139,13253,,Seminole,Georgia,6
1140,13259,,Stewart,Georgia,7
1141,13263,,Talbot,Georgia,7
1142,13265,,Taliaferro,Georgia,0
1143,13267,,Tattnall,Georgia,2
1144,13269,,Taylor,Georgia,2
1145,13271,,Telfair,Georgia,6
1146,13279,,Toombs,Georgia,8
1147,13281,,Towns,Georgia,-2
1148,13283,,Treutlen,Georgia,0
1149,13287,,Turner,Georgia,8
1150,13289,,Twiggs,Georgia,1
1151,13291,,Union,Georgia,5
1152,13301,,Warren,Georgia,2
1153,13303,,Washington,Georgia,10
1154,13305,,Wayne,Georgia,3
1155,13307,,Webster,Georgia,2
1156,13309,,Wheeler,Georgia,0
1157,13317,,Wilkes,Georgia,6
1158,13319,,Wilkinson,Georgia,10
1159,15005,,Kalawao,Hawaii,0
1160,15007,,Kauai,Hawaii,1
1161,15009,,Maui,Hawaii,9
1162,16003,,Adams,Idaho,0
1163,16005,,Bannock,Idaho,2
1164,16007,,Bear Lake,Idaho,0
1165,16009,,Benewah,Idaho,0
1166,16011,,Bingham,Idaho,0
1167,16015,,Boise,Idaho,0
1168,16017,,Bonner,Idaho,0
1169,16019,,Bonneville,Idaho,6
1170,16021,,Boundary,Idaho,0
1171,16023,,Butte,Idaho,0
1172,16025,,Camas,Idaho,0
1173,16029,,Caribou,Idaho,0
1174,16031,,Cassia,Idaho,2
1175,16033,,Clark,Idaho,0
1176,16035,,Clearwater,Idaho,0
1177,16037,,Custer,Idaho,0
1178,16039,,Elmore,Idaho,6
1179,16041,,Franklin,Idaho,0
1180,16043,,Fremont,Idaho,0
1181,16045,,Gem,Idaho,2
1182,16047,,Gooding,Idaho,2
1183,16049,,Idaho,Idaho,0
1184,16051,,Jefferson,Idaho,0
1185,16053,,Jerome,Idaho,8
1186,16055,,Kootenai,Idaho,7
1187,16057,,Latah,Idaho,1
1188,16059,,Lemhi,Idaho,0
1189,16061,,Lewis,Idaho,0
1190,16063,,Lincoln,Idaho,7
1191,16065,,Madison,Idaho,1
1192,16067,,Minidoka,Idaho,2
1193,16069,,Nez Perce,Idaho,14
1194,16071,,Oneida,Idaho,0
1195,16073,,Owyhee,Idaho,1
1196,16075,,Payette,Idaho,2
1197,16077,,Power,Idaho,0
1198,16079,,Shoshone,Idaho,0
1199,16081,,Teton,Idaho,1
1200,16085,,Valley,Idaho,0
1201,16087,,Washington,Idaho,0
1202,17001,,Adams,Illinois,9
1203,17003,,Alexander,Illinois,0
1204,17005,,Bond,Illinois,1
1205,17009,,Brown,Illinois,0
1206,17011,,Bureau,Illinois,2
1207,17013,,Calhoun,Illinois,0
1208,17015,,Carroll,Illinois,1
1209,17017,,Cass,Illinois,20
1210,17021,,Christian,Illinois,4
1211,17023,,Clark,Illinois,1
1212,17025,,Clay,Illinois,0
1213,17029,,Coles,Illinois,4
1214,17033,,Crawford,Illinois,2
1215,17035,,Cumberland,Illinois,0
1216,17039,,De Witt,Illinois,0
1217,17041,,Douglas,Illinois,0
1218,17045,,Edgar,Illinois,0
1219,17047,,Edwards,Illinois,0
1220,17049,,Effingham,Illinois,1
1221,17051,,Fayette,Illinois,1
1222,17053,,Ford,Illinois,2
1223,17055,,Franklin,Illinois,1
1224,17057,,Fulton,Illinois,0
1225,17059,,Gallatin,Illinois,0
1226,17061,,Greene,Illinois,0
1227,17063,,Grundy,Illinois,9
1228,17065,,Hamilton,Illinois,0
1229,17067,,Hancock,Illinois,1
1230,17069,,Hardin,Illinois,0
1231,17071,,Henderson,Illinois,0
1232,17073,,Henry,Illinois,14
1233,17075,,Iroquois,Illinois,22
1234,17083,,Jersey,Illinois,2
1235,17085,,Jo Daviess,Illinois,3
1236,17087,,Johnson,Illinois,1
1237,17095,,Knox,Illinois,21
1238,17099,,LaSalle,Illinois,15
1239,17101,,Lawrence,Illinois,0
1240,17103,,Lee,Illinois,7
1241,17105,,Livingston,Illinois,2
1242,17107,,Logan,Illinois,2
1243,17109,,McDonough,Illinois,21
1244,17117,,Macoupin,Illinois,4
1245,17121,,Marion,Illinois,9
1246,17123,,Marshall,Illinois,0
1247,17125,,Mason,Illinois,6
1248,17127,,Massac,Illinois,0
1249,17129,,Menard,Illinois,1
1250,17131,,Mercer,Illinois,2
1251,17133,,Monroe,Illinois,15
1252,17135,,Montgomery,Illinois,7
1253,17137,,Morgan,Illinois,6
1254,17139,,Moultrie,Illinois,1
1255,17145,,Perry,Illinois,35
1256,17147,,Piatt,Illinois,0
1257,17149,,Pike,Illinois,0
1258,17151,,Pope,Illinois,0
1259,17153,,Pulaski,Illinois,5
1260,17155,,Putnam,Illinois,0
1261,17159,,Richland,Illinois,0
1262,17165,,Saline,Illinois,0
1263,17169,,Schuyler,Illinois,0
1264,17171,,Scott,Illinois,0
1265,17173,,Shelby,Illinois,2
1266,17175,,Stark,Illinois,0
1267,17179,,Tazewell,Illinois,8
1268,17181,,Union,Illinois,41
1269,17183,,Vermilion,Illinois,4
1270,17185,,Wabash,Illinois,0
1271,17189,,Washington,Illinois,2
1272,17191,,Wayne,Illinois,0
1273,17193,,White,Illinois,0
1274,17199,,Williamson,Illinois,10
1275,17203,,Woodford,Illinois,2
1276,18001,,Adams,Indiana,1
1277,18007,,Benton,Indiana,2
1278,18009,,Blackford,Indiana,1
1279,18013,,Brown,Indiana,0
1280,18015,,Carroll,Indiana,13
1281,18021,,Clay,Indiana,4
1282,18023,,Clinton,Indiana,12
1283,18025,,Crawford,Indiana,3
1284,18027,,Daviess,Indiana,8
1285,18033,,DeKalb,Indiana,-2
1286,18037,,Dubois,Indiana,6
1287,18041,,Fayette,Indiana,5
1288,18045,,Fountain,Indiana,2
1289,18047,,Franklin,Indiana,7
1290,18049,,Fulton,Indiana,7
1291,18051,,Gibson,Indiana,0
1292,18055,,Greene,Indiana,14
1293,18065,,Henry,Indiana,8
1294,18069,,Huntington,Indiana,1
1295,18073,,Jasper,Indiana,19
1296,18075,,Jay,Indiana,4
1297,18077,,Jefferson,Indiana,5
1298,18079,,Jennings,Indiana,6
1299,18083,,Knox,Indiana,0
1300,18085,,Kosciusko,Indiana,9
1301,18087,,LaGrange,Indiana,6
1302,18099,,Marshall,Indiana,4
1303,18101,,Martin,Indiana,1
1304,18105,,Monroe,Indiana,5
1305,18111,,Newton,Indiana,10
1306,18113,,Noble,Indiana,23
1307,18115,,Ohio,Indiana,0
1308,18119,,Owen,Indiana,1
1309,18121,,Parke,Indiana,2
1310,18123,,Perry,Indiana,2
1311,18125,,Pike,Indiana,0
1312,18129,,Posey,Indiana,2
1313,18131,,Pulaski,Indiana,0
1314,18133,,Putnam,Indiana,14
1315,18135,,Randolph,Indiana,3
1316,18139,,Rush,Indiana,6
1317,18143,,Scott,Indiana,15
1318,18147,,Spencer,Indiana,1
1319,18149,,Starke,Indiana,3
1320,18151,,Steuben,Indiana,5
1321,18153,,Sullivan,Indiana,5
1322,18155,,Switzerland,Indiana,1
1323,18159,,Tipton,Indiana,3
1324,18161,,Union,Indiana,0
1325,18165,,Vermillion,Indiana,1
1326,18167,,Vigo,Indiana,11
1327,18171,,Warren,Indiana,2
1328,18173,,Warrick,Indiana,22
1329,18175,,Washington,Indiana,9
1330,18177,,Wayne,Indiana,7
1331,18179,,Wells,Indiana,0
1332,18183,,Whitley,Indiana,4
1333,19001,,Adair,Iowa,0
1334,19003,,Adams,Iowa,0
1335,19007,,Appanoose,Iowa,0
1336,19009,,Audubon,Iowa,0
1337,19011,,Benton,Iowa,6
1338,19015,,Boone,Iowa,8
1339,19017,,Bremer,Iowa,16
1340,19019,,Buchanan,Iowa,4
1341,19021,,Buena Vista,Iowa,0
1342,19023,,Butler,Iowa,5
1343,19025,,Calhoun,Iowa,0
1344,19027,,Carroll,Iowa,0
1345,19029,,Cass,Iowa,0
1346,19031,,Cedar,Iowa,3
1347,19033,,Cerro Gordo,Iowa,0
1348,19035,,Cherokee,Iowa,0
1349,19037,,Chickasaw,Iowa,1
1350,19039,,Clarke,Iowa,0
1351,19041,,Clay,Iowa,0
1352,19043,,Clayton,Iowa,3
1353,19045,,Clinton,Iowa,5
1354,19047,,Crawford,Iowa,14
1355,19051,,Davis,Iowa,0
1356,19053,,Decatur,Iowa,0
1357,19055,,Delaware,Iowa,1
1358,19057,,Des Moines,Iowa,3
1359,19059,,Dickinson,Iowa,2
1360,19063,,Emmet,Iowa,0
1361,19065,,Fayette,Iowa,9
1362,19067,,Floyd,Iowa,0
1363,19069,,Franklin,Iowa,0
1364,19071,,Fremont,Iowa,0
1365,19073,,Greene,Iowa,6
1366,19075,,Grundy,Iowa,4
1367,19077,,Guthrie,Iowa,8
1368,19079,,Hamilton,Iowa,0
1369,19081,,Hancock,Iowa,0
1370,19083,,Hardin,Iowa,5
1371,19085,,Harrison,Iowa,2
1372,19087,,Henry,Iowa,1
1373,19089,,Howard,Iowa,10
1374,19091,,Humboldt,Iowa,0
1375,19093,,Ida,Iowa,0
1376,19095,,Iowa,Iowa,3
1377,19097,,Jackson,Iowa,0
1378,19101,,Jefferson,Iowa,0
1379,19105,,Jones,Iowa,4
1380,19107,,Keokuk,Iowa,0
1381,19109,,Kossuth,Iowa,0
1382,19111,,Lee,Iowa,4
1383,19117,,Lucas,Iowa,0
1384,19119,,Lyon,Iowa,5
1385,19121,,Madison,Iowa,1
1386,19123,,Mahaska,Iowa,2
1387,19125,,Marion,Iowa,2
1388,19129,,Mills,Iowa,0
1389,19131,,Mitchell,Iowa,0
1390,19133,,Monona,Iowa,0
1391,19135,,Monroe,Iowa,0
1392,19137,,Montgomery,Iowa,0
1393,19141,,O'Brien,Iowa,1
1394,19143,,Osceola,Iowa,2
1395,19145,,Page,Iowa,1
1396,19147,,Palo Alto,Iowa,0
1397,19149,,Plymouth,Iowa,2
1398,19151,,Pocahontas,Iowa,0
1399,19155,,Pottawattamie,Iowa,11
1400,19159,,Ringgold,Iowa,0
1401,19161,,Sac,Iowa,0
1402,19165,,Shelby,Iowa,1
1403,19167,,Sioux,Iowa,2
1404,19169,,Story,Iowa,6
1405,19173,,Taylor,Iowa,0
1406,19175,,Union,Iowa,0
1407,19177,,Van Buren,Iowa,0
1408,19179,,Wapello,Iowa,2
1409,19181,,Warren,Iowa,3
1410,19183,,Washington,Iowa,14
1411,19185,,Wayne,Iowa,0
1412,19187,,Webster,Iowa,0
1413,19189,,Winnebago,Iowa,0
1414,19191,,Winneshiek,Iowa,1
1415,19195,,Worth,Iowa,0
1416,19197,,Wright,Iowa,0
1417,20001,,Allen,Kansas,0
1418,20003,,Anderson,Kansas,0
1419,20005,,Atchison,Kansas,1
1420,20007,,Barber,Kansas,0
1421,20009,,Barton,Kansas,1
1422,20011,,Bourbon,Kansas,0
1423,20013,,Brown,Kansas,0
1424,20015,,Butler,Kansas,3
1425,20017,,Chase,Kansas,0
1426,20019,,Chautauqua,Kansas,0
1427,20021,,Cherokee,Kansas,1
1428,20023,,Cheyenne,Kansas,-1
1429,20025,,Clark,Kansas,0
1430,20027,,Clay,Kansas,0
1431,20029,,Cloud,Kansas,0
1432,20031,,Coffey,Kansas,0
1433,20033,,Comanche,Kansas,0
1434,20035,,Cowley,Kansas,0
1435,20037,,Crawford,Kansas,0
1436,20039,,Decatur,Kansas,0
1437,20041,,Dickinson,Kansas,0
1438,20043,,Doniphan,Kansas,0
1439,20045,,Douglas,Kansas,-1
1440,20047,,Edwards,Kansas,2
1441,20049,,Elk,Kansas,0
1442,20051,,Ellis,Kansas,1
1443,20053,,Ellsworth,Kansas,0
1444,20059,,Franklin,Kansas,2
1445,20061,,Geary,Kansas,2
1446,20063,,Gove,Kansas,0
1447,20065,,Graham,Kansas,0
1448,20067,,Grant,Kansas,14
1449,20069,,Gray,Kansas,4
1450,20071,,Greeley,Kansas,0
1451,20073,,Greenwood,Kansas,0
1452,20075,,Hamilton,Kansas,0
1453,20077,,Harper,Kansas,-1
1454,20079,,Harvey,Kansas,1
1455,20081,,Haskell,Kansas,0
1456,20083,,Hodgeman,Kansas,0
1457,20085,,Jackson,Kansas,0
1458,20087,,Jefferson,Kansas,1
1459,20089,,Jewell,Kansas,0
1460,20093,,Kearny,Kansas,8
1461,20095,,Kingman,Kansas,0
1462,20097,,Kiowa,Kansas,0
1463,20099,,Labette,Kansas,2
1464,20101,,Lane,Kansas,0
1465,20105,,Lincoln,Kansas,0
1466,20107,,Linn,Kansas,0
1467,20109,,Logan,Kansas,0
1468,20113,,McPherson,Kansas,4
1469,20115,,Marion,Kansas,0
1470,20117,,Marshall,Kansas,0
1471,20119,,Meade,Kansas,7
1472,20121,,Miami,Kansas,1
1473,20123,,Mitchell,Kansas,0
1474,20125,,Montgomery,Kansas,3
1475,20127,,Morris,Kansas,0
1476,20129,,Morton,Kansas,0
1477,20131,,Nemaha,Kansas,0
1478,20133,,Neosho,Kansas,0
1479,20135,,Ness,Kansas,0
1480,20137,,Norton,Kansas,0
1481,20139,,Osage,Kansas,0
1482,20141,,Osborne,Kansas,0
1483,20143,,Ottawa,Kansas,0
1484,20145,,Pawnee,Kansas,0
1485,20147,,Phillips,Kansas,0
1486,20149,,Pottawatomie,Kansas,3
1487,20151,,Pratt,Kansas,0
1488,20153,,Rawlins,Kansas,0
1489,20155,,Reno,Kansas,24
1490,20157,,Republic,Kansas,0
1491,20159,,Rice,Kansas,0
1492,20161,,Riley,Kansas,10
1493,20163,,Rooks,Kansas,1
1494,20165,,Rush,Kansas,0
1495,20167,,Russell,Kansas,0
1496,20169,,Saline,Kansas,4
1497,20171,,Scott,Kansas,0
1498,20179,,Sheridan,Kansas,0
1499,20181,,Sherman,Kansas,1
1500,20183,,Smith,Kansas,0
1501,20185,,Stafford,Kansas,0
1502,20187,,Stanton,Kansas,1
1503,20189,,Stevens,Kansas,3
1504,20191,,Sumner,Kansas,0
1505,20193,,Thomas,Kansas,0
1506,20195,,Trego,Kansas,0
1507,20197,,Wabaunsee,Kansas,14
1508,20199,,Wallace,Kansas,0
1509,20201,,Washington,Kansas,-1
1510,20203,,Wichita,Kansas,0
1511,20205,,Wilson,Kansas,0
1512,20207,,Woodson,Kansas,0
1513,21001,,Adair,Kentucky,19
1514,21003,,Allen,Kentucky,7
1515,21005,,Anderson,Kentucky,1
1516,21007,,Ballard,Kentucky,4
1517,21009,,Barren,Kentucky,6
1518,21011,,Bath,Kentucky,0
1519,21013,,Bell,Kentucky,0
1520,21017,,Bourbon,Kentucky,0
1521,21019,,Boyd,Kentucky,0
1522,21021,,Boyle,Kentucky,3
1523,21023,,Bracken,Kentucky,0
1524,21025,,Breathitt,Kentucky,0
1525,21027,,Breckinridge,Kentucky,2
1526,21029,,Bullitt,Kentucky,12
1527,21033,,Caldwell,Kentucky,3
1528,21035,,Calloway,Kentucky,8
1529,21037,,Campbell,Kentucky,14
1530,21039,,Carlisle,Kentucky,2
1531,21041,,Carroll,Kentucky,0
1532,21043,,Carter,Kentucky,0
1533,21045,,Casey,Kentucky,0
1534,21049,,Clark,Kentucky,3
1535,21051,,Clay,Kentucky,0
1536,21053,,Clinton,Kentucky,0
1537,21055,,Crittenden,Kentucky,0
1538,21057,,Cumberland,Kentucky,2
1539,21061,,Edmonson,Kentucky,22
1540,21063,,Elliott,Kentucky,0
1541,21065,,Estill,Kentucky,0
1542,21067,,Fayette,Kentucky,31
1543,21069,,Fleming,Kentucky,0
1544,21071,,Floyd,Kentucky,6
1545,21073,,Franklin,Kentucky,1
1546,21075,,Fulton,Kentucky,0
1547,21077,,Gallatin,Kentucky,0
1548,21079,,Garrard,Kentucky,0
1549,21081,,Grant,Kentucky,4
1550,21087,,Green,Kentucky,0
1551,21089,,Greenup,Kentucky,1
1552,21091,,Hancock,Kentucky,0
1553,21093,,Hardin,Kentucky,8
1554,21095,,Harlan,Kentucky,0
1555,21097,,Harrison,Kentucky,1
1556,21099,,Hart,Kentucky,0
1557,21101,,Henderson,Kentucky,13
1558,21103,,Henry,Kentucky,0
1559,21105,,Hickman,Kentucky,0
1560,21113,,Jessamine,Kentucky,8
1561,21115,,Johnson,Kentucky,0
1562,21119,,Knott,Kentucky,0
1563,21121,,Knox,Kentucky,1
1564,21123,,Larue,Kentucky,0
1565,21125,,Laurel,Kentucky,4
1566,21127,,Lawrence,Kentucky,0
1567,21129,,Lee,Kentucky,0
1568,21131,,Leslie,Kentucky,1
1569,21133,,Letcher,Kentucky,0
1570,21135,,Lewis,Kentucky,0
1571,21137,,Lincoln,Kentucky,1
1572,21139,,Livingston,Kentucky,0
1573,21141,,Logan,Kentucky,1
1574,21143,,Lyon,Kentucky,0
1575,21145,,McCracken,Kentucky,17
1576,21147,,McCreary,Kentucky,0
1577,21149,,McLean,Kentucky,4
1578,21151,,Madison,Kentucky,4
1579,21153,,Magoffin,Kentucky,0
1580,21155,,Marion,Kentucky,3
1581,21157,,Marshall,Kentucky,-8
1582,21159,,Martin,Kentucky,0
1583,21161,,Mason,Kentucky,0
1584,21163,,Meade,Kentucky,7
1585,21165,,Menifee,Kentucky,0
1586,21167,,Mercer,Kentucky,2
1587,21169,,Metcalfe,Kentucky,0
1588,21171,,Monroe,Kentucky,1
1589,21173,,Montgomery,Kentucky,2
1590,21175,,Morgan,Kentucky,0
1591,21179,,Nelson,Kentucky,5
1592,21181,,Nicholas,Kentucky,0
1593,21183,,Ohio,Kentucky,11
1594,21185,,Oldham,Kentucky,6
1595,21187,,Owen,Kentucky,0
1596,21189,,Owsley,Kentucky,0
1597,21191,,Pendleton,Kentucky,1
1598,21193,,Perry,Kentucky,5
1599,21195,,Pike,Kentucky,2
1600,21197,,Powell,Kentucky,0
1601,21199,,Pulaski,Kentucky,9
1602,21201,,Robertson,Kentucky,0
1603,21203,,Rockcastle,Kentucky,0
1604,21205,,Rowan,Kentucky,0
1605,21207,,Russell,Kentucky,1
1606,21209,,Scott,Kentucky,4
1607,21211,,Shelby,Kentucky,5
1608,21213,,Simpson,Kentucky,5
1609,21215,,Spencer,Kentucky,2
1610,21217,,Taylor,Kentucky,1
1611,21219,,Todd,Kentucky,2
1612,21221,,Trigg,Kentucky,2
1613,21223,,Trimble,Kentucky,0
1614,21225,,Union,Kentucky,1
1615,21229,,Washington,Kentucky,1
1616,21231,,Wayne,Kentucky,1
1617,21233,,Webster,Kentucky,6
1618,21235,,Whitley,Kentucky,0
1619,21237,,Wolfe,Kentucky,0
1620,21239,,Woodford,Kentucky,1
1621,22001,,Acadia,Louisiana,7
1622,22009,,Avoyelles,Louisiana,2
1623,22011,,Beauregard,Louisiana,8
1624,22013,,Bienville,Louisiana,17
1625,22021,,Caldwell,Louisiana,2
1626,22023,,Cameron,Louisiana,0
1627,22025,,Catahoula,Louisiana,42
1628,22027,,Claiborne,Louisiana,16
1629,22029,,Concordia,Louisiana,7
1630,22035,,East Carroll,Louisiana,2
1631,22039,,Evangeline,Louisiana,6
1632,22043,,Grant,Louisiana,2
1633,22049,,Jackson,Louisiana,15
1634,22053,,Jefferson Davis,Louisiana,5
1635,22059,,LaSalle,Louisiana,5
1636,22061,,Lincoln,Louisiana,22
1637,22065,,Madison,Louisiana,1
1638,22067,,Morehouse,Louisiana,10
1639,22069,,Natchitoches,Louisiana,19
1640,22077,,Pointe Coupee,Louisiana,8
1641,22081,,Red River,Louisiana,6
1642,22083,,Richland,Louisiana,17
1643,22085,,Sabine,Louisiana,3
1644,22091,,St. Helena,Louisiana,5
1645,22107,,Tensas,Louisiana,0
1646,22111,,Union,Louisiana,27
1647,22113,,Vermilion,Louisiana,3
1648,22115,,Vernon,Louisiana,1
1649,22123,,West Carroll,Louisiana,0
1650,22127,,Winn,Louisiana,10
1651,23001,,Androscoggin,Maine,9
1652,23003,,Aroostook,Maine,1
1653,23007,,Franklin,Maine,6
1654,23009,,Hancock,Maine,2
1655,23011,,Kennebec,Maine,19
1656,23013,,Knox,Maine,3
1657,23015,,Lincoln,Maine,2
1658,23017,,Oxford,Maine,0
1659,23021,,Piscataquis,Maine,0
1660,23023,,Sagadahoc,Maine,1
1661,23025,,Somerset,Maine,0
1662,23027,,Waldo,Maine,1
1663,23029,,Washington,Maine,0
1664,24019,,Dorchester,Maryland,25
1665,24023,,Garrett,Maryland,0
1666,24039,,Somerset,Maryland,14
1667,24041,,Talbot,Maryland,11
1668,24047,,Worcester,Maryland,20
